avg_distance_km,bag_size_kg,bags_available,bags_ordered,batch_id,buyer_type,capacity_per_day,contact,created_at,facilities_count,facility_id,facility_name,farmer_id,farmer_name,farmers_count,fruit_type,inventory_id,last_update_at,order_at,order_id,order_status,price_per_bag,price_per_kg,product_id,qty_kg,region_id,region_name,released_at,source_inventory_id,start_at,status,surplus_kg,table_type
,,,11,,Restaurant,,,,,,,,,,,,,2025-11-09 23:00,O8297,Completed,,,P9378,,,,,,,,,order
,,,49,,Wholesaler,,,,,,,,,,,,,2025-11-08 18:00,O8298,Completed,,,P9378,,,,,,,,,order
,,,47,,Retailer,,,,,,,,,,,,,2025-11-09 14:00,O8299,Completed,,,P9378,,,,,,,,,order
,,,35,,Restaurant,,,,,,,,,,,,,2025-10-20 15:00,O8300,Completed,,,P9379,,,,,,,,,order
,,,7,,Wholesaler,,,,,,,,,,,,,2025-10-21 05:00,O8301,Completed,,,P9379,,,,,,,,,order
,,,20,,Consumer,,,,,,,,,,,,,2025-10-21 23:00,O8302,Shipped,,,P9379,,,,,,,,,order
,,,32,,Retailer,,,,,,,,,,,,,2025-10-19 10:00,O8303,Cancelled,,,P9379,,,,,,,,,order
,,,11,,Consumer,,,,,,,,,,,,,2025-10-20 01:00,O8304,Completed,,,P9379,,,,,,,,,order
,,,18,,Wholesaler,,,,,,,,,,,,,2025-10-21 19:00,O8305,Pending,,,P9380,,,,,,,,,order
,,,13,,Retailer,,,,,,,,,,,,,2025-10-19 17:00,O8306,Cancelled,,,P9380,,,,,,,,,order
,,,15,,Wholesaler,,,,,,,,,,,,,2025-10-22 06:00,O8307,Cancelled,,,P9380,,,,,,,,,order
,,,16,,Consumer,,,,,,,,,,,,,2025-10-20 11:00,O8308,Paid,,,P9380,,,,,,,,,order
,,,10,,Retailer,,,,,,,,,,,,,2025-10-20 16:00,O8309,Pending,,,P9380,,,,,,,,,order
,,,12,,Consumer,,,,,,,,,,,,,2025-11-10 20:00,O8310,Cancelled,,,P9381,,,,,,,,,order
,,,10,,Retailer,,,,,,,,,,,,,2025-11-09 17:00,O8311,Paid,,,P9381,,,,,,,,,order
,,,10,,Consumer,,,,,,,,,,,,,2025-11-11 07:00,O8312,Completed,,,P9381,,,,,,,,,order
,,,7,,Consumer,,,,,,,,,,,,,2025-11-09 22:00,O8313,Shipped,,,P9381,,,,,,,,,order
,,,47,,Wholesaler,,,,,,,,,,,,,2025-11-08 11:00,O8314,Completed,,,P9381,,,,,,,,,order
,,,18,,Retailer,,,,,,,,,,,,,2025-11-08 23:00,O8315,Completed,,,P9382,,,,,,,,,order
,,,12,,Retailer,,,,,,,,,,,,,2025-11-09 22:00,O8316,Completed,,,P9382,,,,,,,,,order
,,,18,,Wholesaler,,,,,,,,,,,,,2025-11-10 08:00,O8317,Completed,,,P9382,,,,,,,,,order
,,,5,,Restaurant,,,,,,,,,,,,,2025-11-09 13:00,O8318,Completed,,,P9383,,,,,,,,,order
,,,11,,Consumer,,,,,,,,,,,,,2025-11-10 07:00,O8319,Paid,,,P9383,,,,,,,,,order
,,,6,,Consumer,,,,,,,,,,,,,2025-11-10 12:00,O8320,Completed,,,P9383,,,,,,,,,order
,,,7,,Wholesaler,,,,,,,,,,,,,2025-11-09 18:00,O8321,Paid,,,P9384,,,,,,,,,order
,,,8,,Retailer,,,,,,,,,,,,,2025-11-09 15:00,O8322,Completed,,,P9384,,,,,,,,,order
,,,16,,Restaurant,,,,,,,,,,,,,2025-11-10 13:00,O8323,Completed,,,P9384,,,,,,,,,order
,,,32,,Consumer,,,,,,,,,,,,,2025-10-23 19:00,O8324,Paid,,,P9385,,,,,,,,,order
,,,35,,Restaurant,,,,,,,,,,,,,2025-10-24 08:00,O8325,Shipped,,,P9385,,,,,,,,,order
,,,7,,Retailer,,,,,,,,,,,,,2025-10-25 16:00,O8326,Shipped,,,P9385,,,,,,,,,order
,,,10,,Retailer,,,,,,,,,,,,,2025-10-24 14:00,O8327,Completed,,,P9385,,,,,,,,,order
,,,31,,Consumer,,,,,,,,,,,,,2025-10-24 16:00,O8328,Paid,,,P9386,,,,,,,,,order
,,,22,,Restaurant,,,,,,,,,,,,,2025-10-26 10:00,O8329,Completed,,,P9386,,,,,,,,,order
,,,33,,Consumer,,,,,,,,,,,,,2025-10-26 07:00,O8330,Paid,,,P9386,,,,,,,,,order
,,,32,,Restaurant,,,,,,,,,,,,,2025-11-01 19:00,O8331,Paid,,,P9387,,,,,,,,,order
,,,25,,Retailer,,,,,,,,,,,,,2025-10-31 14:00,O8332,Paid,,,P9387,,,,,,,,,order
,,,17,,Wholesaler,,,,,,,,,,,,,2025-11-01 11:00,O8333,Shipped,,,P9387,,,,,,,,,order
,,,10,,Consumer,,,,,,,,,,,,,2025-10-31 01:00,O8334,Completed,,,P9387,,,,,,,,,order
,,,8,,Retailer,,,,,,,,,,,,,2025-11-02 07:00,O8335,Paid,,,P9387,,,,,,,,,order
,,,30,,Retailer,,,,,,,,,,,,,2025-10-29 03:00,O8336,Completed,,,P9388,,,,,,,,,order
,,,38,,Consumer,,,,,,,,,,,,,2025-10-29 15:00,O8337,Paid,,,P9388,,,,,,,,,order
,,,20,,Retailer,,,,,,,,,,,,,2025-10-31 03:00,O8338,Completed,,,P9388,,,,,,,,,order
,,,20,,Restaurant,,,,,,,,,,,,,2025-10-28 20:00,O8339,Shipped,,,P9388,,,,,,,,,order
,,,38,,Restaurant,,,,,,,,,,,,,2025-10-29 19:00,O8340,Shipped,,,P9388,,,,,,,,,order
,,,40,,Retailer,,,,,,,,,,,,,2025-10-29 08:00,O8341,Paid,,,P9389,,,,,,,,,order
,,,32,,Consumer,,,,,,,,,,,,,2025-10-29 12:00,O8342,Shipped,,,P9389,,,,,,,,,order
,,,19,,Consumer,,,,,,,,,,,,,2025-10-28 21:00,O8343,Completed,,,P9389,,,,,,,,,order
,,,44,,Retailer,,,,,,,,,,,,,2025-10-30 16:00,O8344,Shipped,,,P9389,,,,,,,,,order
,,,34,,Restaurant,,,,,,,,,,,,,2025-10-22 08:00,O8345,Paid,,,P9390,,,,,,,,,order
,,,6,,Retailer,,,,,,,,,,,,,2025-10-20 22:00,O8346,Pending,,,P9390,,,,,,,,,order
,,,47,,Retailer,,,,,,,,,,,,,2025-10-21 00:00,O8347,Completed,,,P9390,,,,,,,,,order
,,,25,,Retailer,,,,,,,,,,,,,2025-10-21 07:00,O8348,Paid,,,P9390,,,,,,,,,order
,,,35,,Wholesaler,,,,,,,,,,,,,2025-10-21 09:00,O8349,Cancelled,,,P9391,,,,,,,,,order
,,,39,,Retailer,,,,,,,,,,,,,2025-10-21 04:00,O8350,Completed,,,P9391,,,,,,,,,order
,,,14,,Wholesaler,,,,,,,,,,,,,2025-10-22 13:00,O8351,Cancelled,,,P9391,,,,,,,,,order
,,,37,,Restaurant,,,,,,,,,,,,,2025-11-08 11:00,O8352,Completed,,,P9392,,,,,,,,,order
,,,15,,Wholesaler,,,,,,,,,,,,,2025-11-07 16:00,O8353,Pending,,,P9392,,,,,,,,,order
,,,12,,Consumer,,,,,,,,,,,,,2025-11-07 07:00,O8354,Shipped,,,P9393,,,,,,,,,order
,,,7,,Retailer,,,,,,,,,,,,,2025-11-08 10:00,O8355,Completed,,,P9393,,,,,,,,,order
,,,10,,Wholesaler,,,,,,,,,,,,,2025-11-07 03:00,O8356,Shipped,,,P9393,,,,,,,,,order
,,,12,,Retailer,,,,,,,,,,,,,2025-11-07 04:00,O8357,Pending,,,P9393,,,,,,,,,order
,,,12,,Retailer,,,,,,,,,,,,,2025-11-08 17:00,O8358,Shipped,,,P9394,,,,,,,,,order
,,,16,,Consumer,,,,,,,,,,,,,2025-11-08 09:00,O8359,Completed,,,P9394,,,,,,,,,order
,,,17,,Consumer,,,,,,,,,,,,,2025-11-07 13:00,O8360,Shipped,,,P9394,,,,,,,,,order
,,,18,,Consumer,,,,,,,,,,,,,2025-11-08 08:00,O8361,Paid,,,P9394,,,,,,,,,order
,,,28,,Restaurant,,,,,,,,,,,,,2025-10-24 20:00,O8362,Completed,,,P9395,,,,,,,,,order
,,,15,,Retailer,,,,,,,,,,,,,2025-10-24 22:00,O8363,Completed,,,P9395,,,,,,,,,order
,,,40,,Retailer,,,,,,,,,,,,,2025-10-25 10:00,O8364,Completed,,,P9395,,,,,,,,,order
,,,31,,Wholesaler,,,,,,,,,,,,,2025-10-25 02:00,O8365,Paid,,,P9395,,,,,,,,,order
,,,6,,Consumer,,,,,,,,,,,,,2025-10-25 17:00,O8366,Completed,,,P9396,,,,,,,,,order
,,,13,,Retailer,,,,,,,,,,,,,2025-10-24 08:00,O8367,Pending,,,P9396,,,,,,,,,order
,,,12,,Retailer,,,,,,,,,,,,,2025-10-24 06:00,O8368,Completed,,,P9396,,,,,,,,,order
,,,40,,Restaurant,,,,,,,,,,,,,2025-10-22 22:00,O8369,Completed,,,P9396,,,,,,,,,order
,,,46,,Wholesaler,,,,,,,,,,,,,2025-11-04 19:00,O8370,Paid,,,P9397,,,,,,,,,order
,,,20,,Consumer,,,,,,,,,,,,,2025-11-04 07:00,O8371,Shipped,,,P9397,,,,,,,,,order
,,,38,,Restaurant,,,,,,,,,,,,,2025-11-04 10:00,O8372,Completed,,,P9397,,,,,,,,,order
,,,20,,Consumer,,,,,,,,,,,,,2025-11-02 15:00,O8373,Paid,,,P9397,,,,,,,,,order
,,,44,,Restaurant,,,,,,,,,,,,,2025-11-10 14:00,O8374,Completed,,,P9398,,,,,,,,,order
,,,31,,Consumer,,,,,,,,,,,,,2025-11-09 19:00,O8375,Paid,,,P9398,,,,,,,,,order
,,,31,,Restaurant,,,,,,,,,,,,,2025-11-10 09:00,O8376,Completed,,,P9398,,,,,,,,,order
,,,38,,Restaurant,,,,,,,,,,,,,2025-11-10 06:00,O8377,Shipped,,,P9398,,,,,,,,,order
,,,21,,Wholesaler,,,,,,,,,,,,,2025-11-09 22:00,O8378,Pending,,,P9398,,,,,,,,,order
,,,45,,Restaurant,,,,,,,,,,,,,2025-10-28 20:00,O8379,Shipped,,,P9399,,,,,,,,,order
,,,23,,Consumer,,,,,,,,,,,,,2025-10-27 04:00,O8380,Completed,,,P9399,,,,,,,,,order
,,,30,,Restaurant,,,,,,,,,,,,,2025-10-28 22:00,O8381,Completed,,,P9399,,,,,,,,,order
,,,39,,Consumer,,,,,,,,,,,,,2025-10-28 12:00,O8382,Completed,,,P9399,,,,,,,,,order
,,,47,,Restaurant,,,,,,,,,,,,,2025-10-28 23:00,O8383,Pending,,,P9400,,,,,,,,,order
,,,31,,Retailer,,,,,,,,,,,,,2025-10-28 12:00,O8384,Completed,,,P9400,,,,,,,,,order
,,,28,,Consumer,,,,,,,,,,,,,2025-10-28 05:00,O8385,Paid,,,P9401,,,,,,,,,order
,,,31,,Consumer,,,,,,,,,,,,,2025-10-28 17:00,O8386,Cancelled,,,P9401,,,,,,,,,order
,,,19,,Restaurant,,,,,,,,,,,,,2025-10-27 06:00,O8387,Completed,,,P9401,,,,,,,,,order
,,,14,,Restaurant,,,,,,,,,,,,,2025-11-01 07:00,O8388,Completed,,,P9402,,,,,,,,,order
,,,12,,Consumer,,,,,,,,,,,,,2025-11-02 03:00,O8389,Paid,,,P9402,,,,,,,,,order
,,,17,,Restaurant,,,,,,,,,,,,,2025-11-02 08:00,O8390,Completed,,,P9403,,,,,,,,,order
,,,50,,Consumer,,,,,,,,,,,,,2025-11-02 04:00,O8391,Paid,,,P9403,,,,,,,,,order
,,,11,,Wholesaler,,,,,,,,,,,,,2025-11-03 10:00,O8392,Pending,,,P9403,,,,,,,,,order
,,,12,,Consumer,,,,,,,,,,,,,2025-11-02 01:00,O8393,Shipped,,,P9403,,,,,,,,,order
,,,17,,Wholesaler,,,,,,,,,,,,,2025-11-01 17:00,O8394,Shipped,,,P9404,,,,,,,,,order
,,,25,,Wholesaler,,,,,,,,,,,,,2025-11-01 05:00,O8395,Cancelled,,,P9404,,,,,,,,,order
,,,9,,Wholesaler,,,,,,,,,,,,,2025-11-11 08:00,O8396,Cancelled,,,P9405,,,,,,,,,order
,,,25,,Wholesaler,,,,,,,,,,,,,2025-11-09 04:00,O8397,Cancelled,,,P9405,,,,,,,,,order
,,,40,,Retailer,,,,,,,,,,,,,2025-11-12 06:00,O8398,Completed,,,P9406,,,,,,,,,order
,,,5,,Retailer,,,,,,,,,,,,,2025-11-10 13:00,O8399,Completed,,,P9406,,,,,,,,,order
,,,6,,Wholesaler,,,,,,,,,,,,,2025-11-11 05:00,O8400,Completed,,,P9406,,,,,,,,,order
,,,12,,Retailer,,,,,,,,,,,,,2025-11-12 06:00,O8401,Shipped,,,P9406,,,,,,,,,order
,,,20,,Wholesaler,,,,,,,,,,,,,2025-11-11 05:00,O8402,Completed,,,P9406,,,,,,,,,order
,,,13,,Wholesaler,,,,,,,,,,,,,2025-11-10 02:00,O8403,Completed,,,P9407,,,,,,,,,order
,,,5,,Wholesaler,,,,,,,,,,,,,2025-11-10 14:00,O8404,Completed,,,P9407,,,,,,,,,order
,,,16,,Consumer,,,,,,,,,,,,,2025-11-11 07:00,O8405,Completed,,,P9407,,,,,,,,,order
,,,6,,Retailer,,,,,,,,,,,,,2025-11-09 20:00,O8406,Pending,,,P9407,,,,,,,,,order
,,,21,,Retailer,,,,,,,,,,,,,2025-11-10 23:00,O8407,Completed,,,P9407,,,,,,,,,order
,,,8,,Wholesaler,,,,,,,,,,,,,2025-11-12 06:00,O8408,Paid,,,P9408,,,,,,,,,order
,,,10,,Wholesaler,,,,,,,,,,,,,2025-11-10 04:00,O8409,Completed,,,P9408,,,,,,,,,order
,,,8,,Consumer,,,,,,,,,,,,,2025-11-10 07:00,O8410,Paid,,,P9408,,,,,,,,,order
,,,14,,Retailer,,,,,,,,,,,,,2025-11-10 05:00,O8411,Completed,,,P9408,,,,,,,,,order
,,,33,,Wholesaler,,,,,,,,,,,,,2025-10-25 11:00,O8412,Paid,,,P9409,,,,,,,,,order
,,,9,,Restaurant,,,,,,,,,,,,,2025-10-23 20:00,O8413,Pending,,,P9409,,,,,,,,,order
,,,13,,Retailer,,,,,,,,,,,,,2025-10-25 20:00,O8414,Shipped,,,P9409,,,,,,,,,order
,,,45,,Consumer,,,,,,,,,,,,,2025-10-29 18:00,O8415,Pending,,,P9410,,,,,,,,,order
,,,36,,Wholesaler,,,,,,,,,,,,,2025-10-30 05:00,O8416,Completed,,,P9410,,,,,,,,,order
,,,7,,Retailer,,,,,,,,,,,,,2025-10-28 11:00,O8417,Shipped,,,P9410,,,,,,,,,order
,,,13,,Retailer,,,,,,,,,,,,,2025-10-28 01:00,O8418,Shipped,,,P9410,,,,,,,,,order
,,,8,,Restaurant,,,,,,,,,,,,,2025-10-29 01:00,O8419,Shipped,,,P9411,,,,,,,,,order
,,,29,,Retailer,,,,,,,,,,,,,2025-10-28 10:00,O8420,Shipped,,,P9411,,,,,,,,,order
,,,29,,Retailer,,,,,,,,,,,,,2025-10-30 09:00,O8421,Paid,,,P9411,,,,,,,,,order
,,,11,,Consumer,,,,,,,,,,,,,2025-10-25 21:00,O8422,Pending,,,P9412,,,,,,,,,order
,,,13,,Retailer,,,,,,,,,,,,,2025-10-26 20:00,O8423,Completed,,,P9412,,,,,,,,,order
,,,18,,Wholesaler,,,,,,,,,,,,,2025-10-25 22:00,O8424,Shipped,,,P9412,,,,,,,,,order
,,,23,,Wholesaler,,,,,,,,,,,,,2025-10-27 13:00,O8425,Paid,,,P9412,,,,,,,,,order
,,,18,,Restaurant,,,,,,,,,,,,,2025-10-26 08:00,O8426,Cancelled,,,P9413,,,,,,,,,order
,,,7,,Retailer,,,,,,,,,,,,,2025-10-26 13:00,O8427,Paid,,,P9413,,,,,,,,,order
,,,33,,Restaurant,,,,,,,,,,,,,2025-10-26 18:00,O8428,Completed,,,P9413,,,,,,,,,order
,,,35,,Consumer,,,,,,,,,,,,,2025-10-27 21:00,O8429,Completed,,,P9414,,,,,,,,,order
,,,31,,Restaurant,,,,,,,,,,,,,2025-10-26 04:00,O8430,Pending,,,P9414,,,,,,,,,order
,,,44,,Retailer,,,,,,,,,,,,,2025-10-25 05:00,O8431,Completed,,,P9414,,,,,,,,,order
,,,33,,Retailer,,,,,,,,,,,,,2025-10-22 18:00,O8432,Completed,,,P9415,,,,,,,,,order
,,,37,,Restaurant,,,,,,,,,,,,,2025-10-23 00:00,O8433,Shipped,,,P9415,,,,,,,,,order
,,,23,,Wholesaler,,,,,,,,,,,,,2025-10-22 18:00,O8434,Completed,,,P9415,,,,,,,,,order
,,,21,,Wholesaler,,,,,,,,,,,,,2025-10-23 13:00,O8435,Completed,,,P9415,,,,,,,,,order
,,,29,,Restaurant,,,,,,,,,,,,,2025-10-24 16:00,O8436,Completed,,,P9416,,,,,,,,,order
,,,31,,Retailer,,,,,,,,,,,,,2025-10-25 02:00,O8437,Completed,,,P9416,,,,,,,,,order
,,,21,,Restaurant,,,,,,,,,,,,,2025-10-25 12:00,O8438,Paid,,,P9416,,,,,,,,,order
,,,23,,Consumer,,,,,,,,,,,,,2025-10-23 23:00,O8439,Shipped,,,P9416,,,,,,,,,order
,,,15,,Retailer,,,,,,,,,,,,,2025-10-24 05:00,O8440,Completed,,,P9416,,,,,,,,,order
,,,11,,Retailer,,,,,,,,,,,,,2025-10-23 16:00,O8441,Cancelled,,,P9417,,,,,,,,,order
,,,10,,Restaurant,,,,,,,,,,,,,2025-10-23 20:00,O8442,Completed,,,P9417,,,,,,,,,order
,,,9,,Wholesaler,,,,,,,,,,,,,2025-10-24 23:00,O8443,Completed,,,P9417,,,,,,,,,order
,,,6,,Wholesaler,,,,,,,,,,,,,2025-10-22 18:00,O8444,Shipped,,,P9417,,,,,,,,,order
,,,30,,Wholesaler,,,,,,,,,,,,,2025-11-11 02:00,O8445,Completed,,,P9418,,,,,,,,,order
,,,6,,Consumer,,,,,,,,,,,,,2025-11-09 14:00,O8446,Completed,,,P9418,,,,,,,,,order
,,,24,,Consumer,,,,,,,,,,,,,2025-11-09 21:00,O8447,Completed,,,P9418,,,,,,,,,order
,,,28,,Consumer,,,,,,,,,,,,,2025-10-23 22:00,O8448,Completed,,,P9419,,,,,,,,,order
,,,40,,Retailer,,,,,,,,,,,,,2025-10-22 16:00,O8449,Completed,,,P9419,,,,,,,,,order
,,,27,,Consumer,,,,,,,,,,,,,2025-10-21 19:00,O8450,Cancelled,,,P9419,,,,,,,,,order
,,,41,,Retailer,,,,,,,,,,,,,2025-10-22 23:00,O8451,Completed,,,P9419,,,,,,,,,order
,,,17,,Consumer,,,,,,,,,,,,,2025-10-23 01:00,O8452,Completed,,,P9420,,,,,,,,,order
,,,18,,Wholesaler,,,,,,,,,,,,,2025-10-21 15:00,O8453,Completed,,,P9420,,,,,,,,,order
,,,23,,Retailer,,,,,,,,,,,,,2025-10-23 08:00,O8454,Shipped,,,P9420,,,,,,,,,order
,,,5,,Retailer,,,,,,,,,,,,,2025-10-31 05:00,O8455,Completed,,,P9421,,,,,,,,,order
,,,14,,Restaurant,,,,,,,,,,,,,2025-10-31 18:00,O8456,Completed,,,P9421,,,,,,,,,order
,,,26,,Restaurant,,,,,,,,,,,,,2025-10-29 14:00,O8457,Cancelled,,,P9421,,,,,,,,,order
,,,22,,Consumer,,,,,,,,,,,,,2025-10-29 18:00,O8458,Shipped,,,P9422,,,,,,,,,order
,,,42,,Restaurant,,,,,,,,,,,,,2025-10-30 14:00,O8459,Completed,,,P9422,,,,,,,,,order
,,,45,,Consumer,,,,,,,,,,,,,2025-10-29 02:00,O8460,Completed,,,P9422,,,,,,,,,order
,,,19,,Wholesaler,,,,,,,,,,,,,2025-10-31 16:00,O8461,Pending,,,P9423,,,,,,,,,order
,,,43,,Retailer,,,,,,,,,,,,,2025-10-31 00:00,O8462,Shipped,,,P9423,,,,,,,,,order
,,,8,,Consumer,,,,,,,,,,,,,2025-10-31 00:00,O8463,Paid,,,P9423,,,,,,,,,order
,,,9,,Restaurant,,,,,,,,,,,,,2025-10-29 23:00,O8464,Pending,,,P9423,,,,,,,,,order
,,,6,,Wholesaler,,,,,,,,,,,,,2025-10-29 07:00,O8465,Pending,,,P9423,,,,,,,,,order
,,,14,,Restaurant,,,,,,,,,,,,,2025-10-27 05:00,O8466,Completed,,,P9424,,,,,,,,,order
,,,15,,Retailer,,,,,,,,,,,,,2025-10-28 12:00,O8467,Completed,,,P9424,,,,,,,,,order
,,,31,,Consumer,,,,,,,,,,,,,2025-10-29 13:00,O8468,Completed,,,P9425,,,,,,,,,order
,,,33,,Retailer,,,,,,,,,,,,,2025-10-27 13:00,O8469,Completed,,,P9425,,,,,,,,,order
,,,28,,Restaurant,,,,,,,,,,,,,2025-10-28 06:00,O8470,Paid,,,P9425,,,,,,,,,order
,,,6,,Wholesaler,,,,,,,,,,,,,2025-10-29 03:00,O8471,Completed,,,P9425,,,,,,,,,order
,,,23,,Wholesaler,,,,,,,,,,,,,2025-10-27 02:00,O8472,Shipped,,,P9425,,,,,,,,,order
,,,11,,Consumer,,,,,,,,,,,,,2025-10-28 23:00,O8473,Completed,,,P9426,,,,,,,,,order
,,,7,,Retailer,,,,,,,,,,,,,2025-10-29 18:00,O8474,Paid,,,P9426,,,,,,,,,order
,,,12,,Wholesaler,,,,,,,,,,,,,2025-10-29 07:00,O8475,Completed,,,P9426,,,,,,,,,order
,,,10,,Restaurant,,,,,,,,,,,,,2025-11-02 03:00,O8476,Completed,,,P9427,,,,,,,,,order
,,,5,,Restaurant,,,,,,,,,,,,,2025-11-04 14:00,O8477,Shipped,,,P9427,,,,,,,,,order
,,,17,,Consumer,,,,,,,,,,,,,2025-11-04 05:00,O8478,Paid,,,P9428,,,,,,,,,order
,,,10,,Restaurant,,,,,,,,,,,,,2025-11-03 11:00,O8479,Completed,,,P9428,,,,,,,,,order
,,,17,,Retailer,,,,,,,,,,,,,2025-11-03 22:00,O8480,Paid,,,P9429,,,,,,,,,order
,,,34,,Wholesaler,,,,,,,,,,,,,2025-11-02 05:00,O8481,Shipped,,,P9429,,,,,,,,,order
,,,5,,Retailer,,,,,,,,,,,,,2025-11-02 16:00,O8482,Paid,,,P9429,,,,,,,,,order
,,,43,,Retailer,,,,,,,,,,,,,2025-11-11 12:00,O8483,Paid,,,P9430,,,,,,,,,order
,,,19,,Restaurant,,,,,,,,,,,,,2025-11-10 18:00,O8484,Completed,,,P9430,,,,,,,,,order
,,,34,,Wholesaler,,,,,,,,,,,,,2025-11-11 08:00,O8485,Shipped,,,P9431,,,,,,,,,order
,,,12,,Retailer,,,,,,,,,,,,,2025-11-11 21:00,O8486,Paid,,,P9431,,,,,,,,,order
,,,39,,Retailer,,,,,,,,,,,,,2025-11-10 21:00,O8487,Paid,,,P9431,,,,,,,,,order
,,,42,,Wholesaler,,,,,,,,,,,,,2025-10-20 01:00,O8488,Paid,,,P9432,,,,,,,,,order
,,,23,,Wholesaler,,,,,,,,,,,,,2025-10-19 19:00,O8489,Shipped,,,P9432,,,,,,,,,order
,,,22,,Consumer,,,,,,,,,,,,,2025-10-19 13:00,O8490,Paid,,,P9432,,,,,,,,,order
,,,18,,Wholesaler,,,,,,,,,,,,,2025-10-25 10:00,O8491,Completed,,,P9433,,,,,,,,,order
,,,35,,Wholesaler,,,,,,,,,,,,,2025-10-25 15:00,O8492,Shipped,,,P9433,,,,,,,,,order
,,,36,,Consumer,,,,,,,,,,,,,2025-10-25 18:00,O8493,Completed,,,P9433,,,,,,,,,order
,,,9,,Retailer,,,,,,,,,,,,,2025-10-25 17:00,O8494,Pending,,,P9433,,,,,,,,,order
,,,36,,Consumer,,,,,,,,,,,,,2025-10-27 17:00,O8495,Completed,,,P9433,,,,,,,,,order
,,,45,,Wholesaler,,,,,,,,,,,,,2025-10-24 15:00,O8496,Paid,,,P9434,,,,,,,,,order
,,,15,,Wholesaler,,,,,,,,,,,,,2025-10-23 16:00,O8497,Completed,,,P9434,,,,,,,,,order
,,,19,,Consumer,,,,,,,,,,,,,2025-10-23 02:00,O8498,Completed,,,P9435,,,,,,,,,order
,,,12,,Restaurant,,,,,,,,,,,,,2025-10-22 19:00,O8499,Completed,,,P9435,,,,,,,,,order
,,,31,,Wholesaler,,,,,,,,,,,,,2025-10-23 02:00,O8500,Pending,,,P9435,,,,,,,,,order
,,,6,,Wholesaler,,,,,,,,,,,,,2025-10-24 18:00,O8501,Shipped,,,P9435,,,,,,,,,order
,,,30,,Wholesaler,,,,,,,,,,,,,2025-10-22 12:00,O8502,Completed,,,P9435,,,,,,,,,order
,,,49,,Consumer,,,,,,,,,,,,,2025-10-24 09:00,O8503,Pending,,,P9436,,,,,,,,,order
,,,30,,Retailer,,,,,,,,,,,,,2025-10-22 12:00,O8504,Shipped,,,P9436,,,,,,,,,order
,,,28,,Consumer,,,,,,,,,,,,,2025-10-23 18:00,O8505,Completed,,,P9436,,,,,,,,,order
,,,10,,Consumer,,,,,,,,,,,,,2025-10-22 15:00,O8506,Completed,,,P9436,,,,,,,,,order
,,,19,,Consumer,,,,,,,,,,,,,2025-10-23 11:00,O8507,Completed,,,P9436,,,,,,,,,order
,,,30,,Retailer,,,,,,,,,,,,,2025-10-29 22:00,O8508,Completed,,,P9437,,,,,,,,,order
,,,26,,Retailer,,,,,,,,,,,,,2025-10-30 09:00,O8509,Shipped,,,P9437,,,,,,,,,order
,,,17,,Consumer,,,,,,,,,,,,,2025-10-28 09:00,O8510,Completed,,,P9438,,,,,,,,,order
,,,7,,Restaurant,,,,,,,,,,,,,2025-10-28 17:00,O8511,Cancelled,,,P9438,,,,,,,,,order
,,,23,,Retailer,,,,,,,,,,,,,2025-10-30 10:00,O8512,Shipped,,,P9438,,,,,,,,,order
,,,22,,Consumer,,,,,,,,,,,,,2025-10-29 10:00,O8513,Completed,,,P9438,,,,,,,,,order
,,,44,,Retailer,,,,,,,,,,,,,2025-10-26 09:00,O8514,Completed,,,P9439,,,,,,,,,order
,,,15,,Restaurant,,,,,,,,,,,,,2025-10-25 01:00,O8515,Paid,,,P9439,,,,,,,,,order
,,,7,,Wholesaler,,,,,,,,,,,,,2025-10-26 02:00,O8516,Cancelled,,,P9439,,,,,,,,,order
,,,43,,Restaurant,,,,,,,,,,,,,2025-10-26 05:00,O8517,Completed,,,P9439,,,,,,,,,order
,,,46,,Retailer,,,,,,,,,,,,,2025-10-26 16:00,O8518,Paid,,,P9439,,,,,,,,,order
,,,9,,Wholesaler,,,,,,,,,,,,,2025-10-27 18:00,O8519,Paid,,,P9440,,,,,,,,,order
,,,17,,Wholesaler,,,,,,,,,,,,,2025-10-25 01:00,O8520,Completed,,,P9440,,,,,,,,,order
,,,27,,Wholesaler,,,,,,,,,,,,,2025-10-27 00:00,O8521,Completed,,,P9441,,,,,,,,,order
,,,33,,Consumer,,,,,,,,,,,,,2025-10-26 19:00,O8522,Shipped,,,P9441,,,,,,,,,order
,,,44,,Retailer,,,,,,,,,,,,,2025-11-11 13:00,O8523,Shipped,,,P9442,,,,,,,,,order
,,,44,,Wholesaler,,,,,,,,,,,,,2025-11-12 00:00,O8524,Pending,,,P9442,,,,,,,,,order
,,,29,,Wholesaler,,,,,,,,,,,,,2025-11-11 20:00,O8525,Shipped,,,P9443,,,,,,,,,order
,,,14,,Restaurant,,,,,,,,,,,,,2025-11-10 05:00,O8526,Completed,,,P9443,,,,,,,,,order
,,,38,,Retailer,,,,,,,,,,,,,2025-11-12 04:00,O8527,Completed,,,P9443,,,,,,,,,order
,,,39,,Retailer,,,,,,,,,,,,,2025-11-12 08:00,O8528,Paid,,,P9443,,,,,,,,,order
,,,30,,Restaurant,,,,,,,,,,,,,2025-11-10 19:00,O8529,Completed,,,P9443,,,,,,,,,order
,,,49,,Restaurant,,,,,,,,,,,,,2025-10-30 20:00,O8530,Paid,,,P9444,,,,,,,,,order
